c Example graph converted from input format to desired format
p sp 1000 50034
a 0 13 1283
a 0 50 7195
a 0 51 13677
a 0 87 1114
a 0 99 18736
a 0 100 6449
a 0 154 15
a 0 315 1196
a 0 340 26747
a 0 455 11261
a 0 496 1430
a 0 549 5181
a 0 668 18443
a 0 777 20962
a 0 804 8045
a 0 811 15167
a 0 851 16086
a 0 870 4494
a 0 971 7079
a 1 16 14825
a 1 24 19325
a 1 36 75947
a 1 47 120823
a 1 54 6759
a 1 59 33905
a 1 62 14720
a 1 65 3438
a 1 69 251
a 1 73 103143
a 1 97 3692
a 1 109 5400
a 1 120 39412
a 1 121 31908
a 1 130 16443
a 1 136 12894
a 1 186 822
a 1 198 31907
a 1 208 2025
a 1 209 111311
a 1 242 38544
a 1 244 67721
a 1 270 1888
a 1 304 8750
a 1 310 40150
a 1 316 28592
a 1 331 12321
a 1 337 24582
a 1 345 18067
a 1 362 76499
a 1 437 22647
a 1 440 89987
a 1 441 22181
a 1 445 78166
a 1 450 102466
a 1 460 2868
a 1 469 27606
a 1 479 15037
a 1 486 43358
a 1 489 9597
a 1 490 14424
a 1 500 53710
a 1 513 54489
a 1 530 1344
a 1 533 45984
a 1 544 15056
a 1 560 29834
a 1 570 43355
a 1 590 59557
a 1 602 2230
a 1 606 53418
a 1 614 8246
a 1 620 13922
a 1 632 2293
a 1 664 77539
a 1 670 65667
a 1 671 308
a 1 675 2628
a 1 676 63663
a 1 681 27872
a 1 688 35903
a 1 709 48529
a 1 713 60424
a 1 716 14758
a 1 723 38816
a 1 742 1535
a 1 744 11978
a 1 745 21481
a 1 767 20270
a 1 777 117969
a 1 783 7368
a 1 792 26817
a 1 798 43769
a 1 802 25033
a 1 805 48818
a 1 813 21083
a 1 830 39909
a 1 864 52759
a 1 866 30989
a 1 872 5527
a 1 894 48332
a 1 898 41272
a 1 938 80615
a 1 944 86504
a 1 985 49149
a 1 987 10401
a 1 990 30132
a 2 0 36280
a 2 16 9414
a 2 38 11779
a 2 44 6771
a 2 52 4121
a 2 58 6989
a 2 64 50935
a 2 86 3345
a 2 93 26742
a 2 101 53284
a 2 107 26845
a 2 160 31401
a 2 169 4724
a 2 179 19772
a 2 180 30905
a 2 205 28901
a 2 256 2294
a 2 260 46277
a 2 275 2730
a 2 307 52763
a 2 332 73856
a 2 337 11455
a 2 355 992
a 2 357 27540
a 2 400 3664
a 2 409 9692
a 2 444 30734
a 2 449 35629
a 2 470 55029
a 2 473 10025
a 2 484 10020
a 2 491 13662
a 2 508 460
a 2 540 43724
a 2 578 60904
a 2 596 193
a 2 602 61352
