c Example graph converted from input format to desired format
p sp 1000 99833
a 0 1 19149
a 0 2 27926
a 0 7 7292
a 0 9 25232
a 0 12 8104
a 0 15 21573
a 0 18 6837
a 0 20 38334
a 0 33 80977
a 0 35 22164
a 0 37 10868
a 0 48 1523
a 0 49 3073
a 0 50 5521
a 0 51 17059
a 0 52 7589
a 0 66 42045
a 0 70 36
a 0 71 50226
a 0 88 49714
a 0 93 47324
a 0 110 2818
a 0 112 52069
a 0 115 5415
a 0 125 2150
a 0 130 88017
a 0 131 30120
a 0 137 23889
a 0 141 101861
a 0 142 19177
a 0 149 2322
a 0 165 44868
a 0 171 6237
a 0 173 10477
a 0 174 6985
a 0 176 18240
a 0 186 8562
a 0 189 7451
a 0 191 5593
a 0 201 23572
a 0 202 3884
a 0 203 15005
a 0 212 10224
a 0 224 1070
a 0 226 10134
a 0 236 25514
a 0 260 11630
a 0 263 21993
a 0 266 39023
a 0 268 27233
a 0 272 15611
a 0 284 13691
a 0 288 22175
a 0 296 7923
a 0 304 2994
a 0 315 82665
a 0 316 73263
a 0 317 13940
a 0 328 5847
a 0 336 20852
a 0 346 39401
a 0 350 28202
a 0 356 2339
a 0 364 569
a 0 368 45200
a 0 371 26243
a 0 375 12768
a 0 382 61712
a 0 385 10230
a 0 386 61934
a 0 394 3409
a 0 405 7326
a 0 406 37030
a 0 415 60805
a 0 423 1922
a 0 428 4469
a 0 429 15266
a 0 434 7313
a 0 435 71067
a 0 441 404
a 0 443 19218
a 0 444 24145
a 0 446 63349
a 0 467 45411
a 0 472 41105
a 0 476 160
a 0 477 6977
a 0 480 889
a 0 506 60783
a 0 516 55928
a 0 517 26611
a 0 542 80092
a 0 548 42495
a 0 549 70668
a 0 551 42149
a 0 558 3121
a 0 559 32552
a 0 562 2288
a 0 571 77610
a 0 582 49208
a 0 590 66649
a 0 600 27409
a 0 612 57
a 0 636 7558
a 0 638 22608
a 0 648 8643
a 0 651 5394
a 0 652 2851
a 0 670 76089
a 0 672 25325
a 0 681 43314
a 0 698 42597
a 0 707 12645
a 0 712 43323
a 0 721 36622
a 0 723 3596
a 0 729 78836
a 0 730 3241
a 0 733 39181
a 0 735 7971
a 0 737 38235
a 0 746 6222
a 0 747 24354
a 0 754 15010
a 0 771 7760
a 0 779 36011
a 0 789 64811
a 0 802 47845
a 0 805 18990
a 0 808 32904
a 0 811 65736
a 0 829 4013
a 0 835 13918
a 0 843 4755
a 0 853 52927
a 0 854 19422
a 0 855 49813
a 0 856 32571
a 0 863 52369
a 0 869 35648
a 0 870 13953
a 0 877 34779
a 0 878 394
a 0 882 19016
a 0 890 35839
a 0 894 5869
a 0 898 13624
a 0 899 45507
a 0 903 38584
a 0 904 11639
a 0 913 30270
a 0 915 14580
a 0 922 2556
a 0 923 4502
a 0 924 33878
a 0 929 4498
a 0 939 21195
a 0 963 1672
a 0 972 17205
a 0 974 8012
a 0 981 38504
a 0 993 80009
a 0 994 66190
a 1 2 1169
a 1 5 8866
a 1 21 18631
a 1 33 24324
a 1 54 12970
a 1 62 6225
a 1 69 10615
a 1 73 6923
a 1 113 17396
a 1 116 16995
a 1 128 39476
a 1 130 7800
a 1 181 5169
a 1 193 47850
a 1 196 17025
a 1 201 2863
a 1 202 14343
a 1 204 22308
a 1 239 41765
a 1 246 4371
a 1 257 44233
a 1 263 1292
a 1 266 72114
a 1 278 7457
a 1 283 3146
a 1 300 14200
a 1 305 16146
a 1 306 36702
a 1 326 62717
a 1 329 2396
a 1 344 13
a 1 348 37758
a 1 350 21850
a 1 382 35528
a 1 387 2578
a 1 395 33324
a 1 396 3825
a 1 413 9377
a 1 427 15815
a 1 432 1947
a 1 435 65967
a 1 438 53286
a 1 442 48755
a 1 446 27442
a 1 449 2756
a 1 451 49415
a 1 467 11147
a 1 472 64815
a 1 477 5089
a 1 481 6066
a 1 497 1951
a 1 507 55055
a 1 512 38846
a 1 519 62114
a 1 522 10586
a 1 523 18716
a 1 524 1447
a 1 528 30143
a 1 555 68484
a 1 561 29294
a 1 564 8591
a 1 569 2535
a 1 573 38646
a 1 581 14107
a 1 582 6339
a 1 583 23010
a 1 591 4002
a 1 610 23431
a 1 618 71753
a 1 638 24419
a 1 655 14032
a 1 663 2224
a 1 670 53016
a 1 674 19275
a 1 681 33771
a 1 685 897
a 1 711 2071
a 1 718 71373
a 1 724 34139
a 1 727 36775
a 1 732 20911
a 1 735 17265
a 1 737 25549
a 1 743 25431
a 1 744 24975
a 1 745 19239
a 1 756 30233
a 1 767 7174
a 1 770 60500
a 1 771 39452
